demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,ImageFile,ImageName,FoodType,intro_1.started,intro_1.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.361879799515009,None,9.263770500198007,None,space,0.27554789930582047,9.263770500198007,None,,001,2022_Feb_06_2108,ratouilleExperiment,2021.2.3,60.09434820146642,
