demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,ImageFile,ImageName,FoodType,intro_1.started,intro_1.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.843335699290037,None,9.49993209913373,None,space,0.7587272003293037,9.49993209913373,None,,001,2022_Feb_06_2110,ratouilleExperiment,2021.2.3,59.89896285948173,
