demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,DemoImageFile,ImageName,FoodType,intro_1.started,intro_1.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,15.638113399967551,None,29.474774699658155,None,space,7.869495699182153,29.474774699658155,None,sam,0,2022_Feb_06_2044,ratouilleExperiment,2021.2.3,60.07333752940749,
