ImageFile,ImageName,FoodType,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_1.started,intro_1.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,FamQ.started,FamQ.stopped,FamSlider.response,FamSlider.rt,FamSlider.started,FamSlider.stopped,ComfQ.started,ComfQ.stopped,ComfSlider.response,ComfSlider.rt,ComfSlider.started,ComfSlider.stopped,NosQ.started,NosQ.stopped,NosSlider.response,NosSlider.rt,NosSlider.started,NosSlider.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.622887700796127,None,14.818855499848723,None,space,1.5181715991348028,14.818855499848723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
images/Caucasian/balogneSandwhich.jpg,balogneSandwhich.jpg,DEMO,0,0,0,2,,,,,,,,,,,,,16.50473210029304,None,16.50473210029304,None,1.077777624130249,1.6453163996338844,16.50473210029304,None,16.50473210029304,None,3.966666579246521,2.4040296003222466,16.50473210029304,None,16.50473210029304,None,1.9222221374511719,3.1233130004256964,16.50473210029304,None,,,,,,,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
images/Caucasian/bagel.jpg,bagel.jpg,DEMO,0,1,1,1,,,,,,,,,,,,,24.470072900876403,None,24.470072900876403,None,3.966666579246521,3.841839600354433,24.470072900876403,None,24.470072900876403,None,1.8222222328186035,3.0332843009382486,24.470072900876403,None,24.470072900876403,None,5.02222204208374,4.622582299634814,24.470072900876403,None,,,,,,,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
images/Caucasian/barbequeChickenCorn.jpg,barbequeChickenCorn.jpg,DEMO,0,2,2,3,,,,,,,,,,,,,32.50821099989116,None,32.50821099989116,None,1.144444465637207,1.3626521993428469,32.50821099989116,None,32.50821099989116,None,3.1444443464279175,1.9334932006895542,32.50821099989116,None,32.50821099989116,None,5.9666664600372314,2.733763800933957,32.50821099989116,None,,,,,,,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
images/Caucasian/baconEggCheese.jpg,baconEggCheese.jpg,DEMO,0,3,3,0,,,,,,,,,,,,,40.44367399998009,None,40.44367399998009,None,5.95555567741394,1.0452842991799116,40.44367399998009,None,40.44367399998009,None,1.9222221374511719,1.8593334015458822,40.44367399998009,None,40.44367399998009,None,1,2.526314899325371,40.44367399998009,None,,,,,,,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
images/Caucasian/beefJerky.jpg,beefJerky.jpg,DEMO,0,4,4,4,,,,,,,,,,,,,48.43710570037365,None,48.43710570037365,None,1,0.7634964007884264,48.43710570037365,None,48.43710570037365,None,3.966666579246521,1.5026243012398481,48.43710570037365,None,48.43710570037365,None,5.099999666213989,2.27236720174551,48.43710570037365,None,,,,,,,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.38311669975519,None,space,3.116720600053668,56.38311669975519,None,,,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
images/Caucasian/sloppyJoe.jpg,sloppyJoe.jpg,Caucasian,,,,,0,0,0,95,,,,,,,,,74.6269685998559,None,74.6269685998559,None,5.111111164093018,2.906328300014138,74.6269685998559,None,74.6269685998559,None,5.111111164093018,4.653005300089717,74.6269685998559,None,74.6269685998559,None,1.7222223281860352,5.5527219995856285,74.6269685998559,None,,,,,,,59.62460250034928,None,ken,0,2022_Feb_06_2048,ratouilleExperiment,2021.2.3,60.0187500282279,
