ImageFile,ImageName,FoodType,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,intro_1.started,intro_1.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image.started,image.stopped,FamQ.started,FamQ.stopped,FamSlider.response,FamSlider.rt,FamSlider.started,FamSlider.stopped,ComfQ.started,ComfQ.stopped,ComfSlider.response,ComfSlider.rt,ComfSlider.started,ComfSlider.stopped,NosQ.started,NosQ.stopped,NosSlider.response,NosSlider.rt,NosSlider.started,NosSlider.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,38.70905489847064,None,98.93137819878757,None,space,1.6087274998426437,98.93137819878757,None,,,,,,,,,,,,,,,,,,,,,liz,0,2022_Feb_06_2052,ratouilleExperiment,2021.2.3,60.08098939871752,
images/Caucasian/bagel.jpg,bagel.jpg,DEMO,0,0,0,1,,,,,,,,,100.7002751994878,None,100.7002751994878,None,None,None,100.7002751994878,None,100.7002751994878,None,None,None,100.7002751994878,None,100.7002751994878,None,None,None,100.7002751994878,None,liz,0,2022_Feb_06_2052,ratouilleExperiment,2021.2.3,60.08098939871752,
